locus_tag	gene	product
karp_06405	NA	Ankyrin repeat-containing protein
karp_06410	NA	Transposase
karp_06415	gatB	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
karp_06420	gatA	glutamyl-tRNA(Gln) amidotransferase subunit A
karp_06425	gatC	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferasesubunit C
karp_06430	rnjA	RNase J family beta-CASP ribonuclease
karp_06435	ctrA	DNA-binding response regulator
karp_06445	NA	hypothetical protein
karp_06450	NA	hypothetical protein
karp_06455	NA	Conjugal transfer protein
karp_06460	map	type I methionyl aminopeptidase
karp_06465	traA	conjugal transfer protein TraA
karp_06470	dnaB	replicative DNA helicase
karp_06475	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_06480	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_06485	NA	Putative ompA-like autotransporter
karp_06490	dam	DNA methyltransferase
karp_06495	NA	ATP-binding protein
karp_06500	baeS	histidine kinase
karp_06505	NA	ATP-binding protein
karp_06510	NA	ATP-binding protein
karp_06515	baeS	ATP-binding protein
karp_06520	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_06525	NA	transposase
karp_06530	traD	conjugative transfer protein
karp_06535	traA	conjugal transfer protein TraA
karp_06540	NA	Conjugal transfer protein TraI
karp_06545	NA	Toprim domain protein
karp_06550	NA	transposase
karp_06555	traD	conjugal transfer protein
karp_06560	NA	TPR repeat-containing protein 08
karp_06565	traG	conjugal transfer protein TraG
karp_06570	NA	Conjugal transfer protein TraH
karp_06575	NA	Conjugal transfer protein TraH
karp_06580	traF	conjugal transfer protein
karp_06585	NA	Ankyrin repeat-containing protein 16
karp_06590	traN	conjugal transfer protein TraN
karp_06595	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_06600	traU	conjugal transfer protein
karp_06605	NA	hypothetical protein
karp_06610	traW	type-F conjugative transfer system protein TraW
karp_06615	NA	Conjugal transfer protein TraC
karp_06620	NA	Conjugal transfer protein TraC
karp_06625	traV	hypothetical protein
karp_06630	traB	conjugal transfer protein
karp_06635	traK2	Uncharacterised protein
karp_06640	traK1	Uncharacterised protein
karp_06645	traE	conjugative transfer protein
karp_06650	traL	Uncharacterised protein
karp_06655	NA	Integrase
karp_06660	NA	Integrase
karp_06665	NA	hypothetical protein
karp_06670	NA	hypothetical protein
karp_06675	NA	hypothetical protein
karp_06680	NA	ATP-binding protein
karp_06685	NA	ATP-binding protein
karp_06690	NA	ATP-binding protein
karp_06695	NA	ATP-binding protein
karp_06700	NA	Membrane protein
karp_06705	NA	Putative ompA-like autotransporter domain protein
karp_06710	NA	Reverse transcriptase
karp_06715	NA	Reverse transcriptase
karp_06720	lplB	lipoate-protein ligase B
karp_06725	murD	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
karp_06730	ftsW	cell division protein FtsW
karp_06735	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase
karp_06740	NA	Reverse transcriptase
karp_06745	NA	IS5 family transposase ISOt6
karp_06750	NA	IS5 family transposase ISOt6
karp_06755	NA	DDE superendonuclease family protein
karp_06760	metL1	aspartate kinase
karp_06765	NA	hypothetical protein
karp_06770	kch	potassium transporter
karp_06775	ygfA	5-formyltetrahydrofolate cyclo-ligase
karp_06780	NA	Colicin V production protein
karp_06785	NA	hypothetical protein
karp_06790	NA	Conjugal transfer protein TraC
karp_06795	NA	IS5 family transposase ISOt6
karp_06800	NA	DDE superendonuclease family protein
karp_06805	cinA	hypothetical protein (cinA)
karp_06810	cinB	hypothetical protein (cinB)
karp_06815	NA	Replicative DNA helicase
karp_06820	NA	Transposase
karp_06825	csa3	transposase
karp_06830	dsbG	protein-disulfide isomerase
karp_06835	panF	sodium:pantothenate symporter
karp_06840	polA	DNA polymerase I
karp_06845	der	ribosome biogenesis GTPase Der
karp_06850	NA	hypothetical protein
karp_06855	zapE	cell division protein ZapE
karp_06860	tmk	thymidylate kinase
karp_06865	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG
karp_06870	NA	hypothetical protein
karp_06875	NA	hypothetical protein
karp_06880	NA	hypothetical protein
karp_06885	rho	transcription termination factor Rho
karp_06890	hemE	uroporphyrinogen decarboxylase
karp_06895	hemH	ferrochelatase
karp_06900	hemJ	Uncharacterised protein family (UPF0093)
karp_06905	NA	Transposase
karp_06910	NA	Integrase
karp_06915	NA	Phage integrase family protein
karp_06920	traL	Uncharacterised protein
karp_06925	NA	Conjugal transfer protein TraE
karp_06930	NA	hypothetical protein
karp_06935	NA	hypothetical protein
karp_06940	NA	Conjugative transfer protein TraC
karp_06945	NA	Conjugal transfer protein TraC
karp_06950	NA	Ankyrin repeat-containing protein
karp_06955	NA	Conjugal transfer protein
karp_06960	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_06965	traN	conjugal transfer protein TraN
karp_06970	traF	conjugal transfer protein
karp_06975	NA	Conjugal transfer protein TraH
karp_06980	traG	conjugal transfer protein TraG
karp_06985	NA	IS110-like element ISOt5 family transposase
karp_06990	traG	conjugal transfer protein TraG
karp_06995	NA	Conjugal transfer protein TraC
karp_07000	NA	Site-specific DNA-methyltransferase (adenine-specific)
karp_07005	rmd1	ribonuclease D
karp_07010	NA	Conjugal transfer protein
karp_07015	NA	Conjugal transfer protein
karp_07020	NA	Conjugal transfer protein
karp_07025	NA	Conjugal transfer protein TraB
karp_07030	ctaA	Heme A synthase
karp_07035	NA	Transposase DDE domain protein
karp_07040	NA	Transposase
karp_07045	NA	Transposase
karp_07050	NA	DDE superendonuclease family protein
karp_07055	NA	DDE superendonuclease family protein
karp_07060	NA	Conjugative transfer protein
karp_07065	mdh	malate dehydrogenase
karp_07070	yfdV	Permease
karp_07075	NA	hypothetical protein
karp_07080	gltA	citrate synthase
karp_07085	NA	Transposase
karp_07090	NA	DnaA-N domain-containing protein
karp_07095	NA	DnaA-N domain-containing protein
karp_07100	dnaB	replicative DNA helicase
karp_07105	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_07110	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_07115	NA	Putative ompA-like autotransporter
karp_07120	dam	DNA methyltransferase
karp_07125	NA	ATP-binding protein
karp_07130	baeS	histidine kinase
karp_07135	baeS	sensor histidine kinase
karp_07140	NA	ATP-binding protein
karp_07145	baeS	ATP-binding protein
karp_07150	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_07155	NA	transposase
karp_07160	pilW	type IV pilus biogenesis/stability protein PilW
karp_07165	NA	hypothetical protein
karp_07170	NA	Conjugal transfer protein TraD
karp_07175	NA	Conjugative transfer protein
karp_07180	ltrA	group II intron reverse transcriptase/maturase
karp_07185	ltrA	group II intron reverse transcriptase/maturase
karp_07190	traA	conjugal transfer protein TraA
karp_07195	NA	Conjugal transfer protein TraI
karp_07200	NA	Uncharacterized domain associated with phage/plasmid primase
karp_07205	NA	transposase
karp_07210	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
karp_07215	NA	Conjugal transfer protein
karp_07220	NA	hypothetical protein
karp_07225	traG	conjugal transfer protein TraG
karp_07230	NA	Conjugal transfer protein TraH
karp_07235	NA	Conjugal transfer protein TraH
karp_07240	NA	Conjugal transfer protein
karp_07245	NA	Ankyrin repeat-containing protein 16
karp_07250	NA	Conjugal transfer protein TraN
karp_07255	traN	conjugal transfer protein TraN
karp_07260	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_07265	traU	conjugal transfer protein
karp_07270	NA	hypothetical protein
karp_07275	traW	type-F conjugative transfer system protein TraW
karp_07280	traC	conjugal transfer protein TraC
karp_07285	traV	Uncharacterised protein
karp_07290	traB	conjugal transfer protein
karp_07295	traK2	Uncharacterised protein
karp_07300	traK1	Uncharacterised protein
karp_07305	traE	conjugative transfer protein
karp_07310	traL	Uncharacterised protein
karp_07315	NA	Integrase
karp_07320	NA	Integrase
karp_07325	NA	Transposase DDE domain protein
karp_07330	NA	Transposase
karp_07335	ung	uracil-DNA glycosylase
karp_07340	potE	Serine transporter YbeC, amino acid:H+ symporter family
karp_07345	NA	HTH cro/C1-type domain-containing protein
karp_07350	NA	IS630 family transposase
karp_07355	qcrB,petB	cytochrome b
karp_07360	petA	ubiquinol-cytochrome c reductase iron-sulfur subunit
karp_07365	NA	DUF2670 domain-containing protein
karp_07370	ccmB	heme exporter protein B
karp_07375	ccmA	cytochrome c biogenesis protein CcmA
karp_07380	NA	Aconitate hydratase A
karp_07385	acnA	Aconitate hydratase A
karp_07390	NA	Transposase DDE domain protein
karp_07395	NA	IS630 family transposase
karp_07400	NA	Transposase
karp_07405	NA	DnaA-N domain-containing protein
karp_07410	NA	DnaA-N domain-containing protein
karp_07415	dnaB	Replicative DNA helicase
karp_07420	NA	Replicative DNA helicase
karp_07425	aNKYR	Ankyrin repeat
karp_07430	NA	Putative ompA-like autotransporter
karp_07435	NA	ATP-binding protein
karp_07440	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
karp_07445	NA	transposase
karp_07450	NA	DDE superendonuclease family protein
karp_07455	NA	IS5 family transposase ISOt6
karp_07460	NA	Transposase DDE domain protein
karp_07465	putP	sodium:proline symporter
karp_07470	NA	Transposase
karp_07475	NA	TPR repeat-containing protein 08
karp_07480	traD	conjugative transfer protein
karp_07485	ltrA	group II intron reverse transcriptase/maturase
karp_07490	ltrA	group II intron reverse transcriptase/maturase
karp_07495	traA	conjugal transfer protein TraA
karp_07500	NA	Putative conjugative transfer protein TraI
karp_07505	NA	DDE superendonuclease family protein
karp_07510	NA	Transposase family protein
karp_07515	NA	Conjugal transfer protein TraI
karp_07520	NA	Toprim domain protein
karp_07525	rpnC	transposase
karp_07530	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
karp_07535	NA	DDE superendonuclease family protein
karp_07540	NA	DDE superendonuclease family protein
karp_07545	NA	IS5 family transposase ISOt6
karp_07550	NA	Conjugal transfer protein
karp_07555	NA	Conjugal transfer protein TraD
karp_07560	NA	Conjugal transfer protein TraH
karp_07565	NA	Conjugal transfer protein TraH
karp_07570	traF	conjugal transfer protein
karp_07575	NA	hypothetical protein
karp_07580	NA	DUF4065 domain-containing protein
karp_07585	NA	TPR repeat-containing protein 03
karp_07590	NA	IS110-like element ISOt5 family transposase
karp_07595	atpC	ATP synthase subunit epsilon
karp_07600	atpB	ATP synthase subunit beta
karp_07605	capM	capsule biosynthesis protein CapM
karp_07610	menH	alpha/beta hydrolase
karp_07615	mltE	murein transglycosylase
karp_07620	fabD	ACP S-malonyltransferase
karp_07625	pheS	phenylalanine--tRNA ligase subunit alpha
karp_07630	pheT	phenylalanine--tRNA ligase subunit beta
karp_07635	tsf	elongation factor Ts
karp_07640	rpsB	30S ribosomal protein S2
karp_07645	mipZ	ATPase
karp_07650	pepB	leucyl aminopeptidase
karp_07655	NA	Ankyrin repeat protein with 8 ankyrin repeats
karp_07660	NA	DDE transposase family protein
karp_07665	NA	IS110 family transposase
karp_07670	yifB	AAA family ATPase
karp_07675	leuS	leucine--tRNA ligase
karp_07680	NA	RNA-binding protein
karp_07685	dnaB	replicative DNA helicase
karp_07690	NA	DnaA-N domain-containing protein
karp_07695	dnaB	replicative DNA helicase
karp_07700	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_07705	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_07710	NA	Putative ompA-like autotransporter
karp_07715	dam	DNA methyltransferase
karp_07720	baeS	Signal transduction histidine kinase
karp_07725	baeS	sensor histidine kinase
karp_07730	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_07735	NA	transposase
karp_07740	pilW	type IV pilus biogenesis/stability protein PilW
karp_07745	NA	hypothetical protein
karp_07750	NA	Conjugal transfer protein TraD
karp_07755	NA	Conjugative transfer protein
karp_07760	ltrA	group II intron reverse transcriptase/maturase
karp_07765	traA	conjugal transfer protein TraA
karp_07770	traI	conjugal transfer protein TraI
karp_07775	NA	transposase
karp_07780	traD	conjugal transfer protein
karp_07785	NA	TPR repeat-containing protein 08
karp_07790	traG	conjugal transfer protein TraG
karp_07795	NA	Conjugal transfer protein TraH
karp_07800	NA	Conjugal transfer protein TraH
karp_07805	traF	conjugal transfer protein
karp_07810	NA	DUF4065 domain-containing protein
karp_07815	pilW	type IV pilus biogenesis/stability protein PilW
karp_07820	traN	conjugal transfer protein TraN
karp_07825	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_07830	traU	conjugal transfer protein
karp_07835	NA	hypothetical protein
karp_07840	traW	type-F conjugative transfer system protein TraW
karp_07845	traC	conjugal transfer protein TraC
karp_07850	traV	Uncharacterised protein
karp_07855	traB	conjugal transfer protein
karp_07860	traK2	Uncharacterised protein
karp_07865	traK1	Uncharacterised protein
karp_07870	traE	conjugative transfer protein
karp_07875	traL	Uncharacterised protein
karp_07880	NA	Integrase
karp_07885	NA	Integrase
karp_07890	NA	Transposase
karp_07895	clpP	ATP-dependent Clp protease proteolytic subunit
karp_07900	NA	Transposase
karp_07905	NA	DDE superendonuclease family protein
karp_07910	NA	IS630 family transposase
karp_07915	NA	Putative integrase
karp_07920	NA	Integrase
karp_07925	traL	Uncharacterised protein
karp_07930	NA	TraE family protein
karp_07935	NA	hypothetical protein
karp_07940	traK1	hypothetical protein
karp_07945	traK2	Uncharacterised protein
karp_07950	NA	Conjugal transfer protein
karp_07955	NA	Conjugal transfer protein
karp_07960	traV	hypothetical protein
karp_07965	NA	Conjugal transfer protein TraC
karp_07970	NA	Conjugal transfer protein TraC
karp_07975	NA	Ankyrin repeat-containing protein 09
karp_07980	NA	Conjugal transfer protein
karp_07985	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_07990	NA	Conjugal transfer protein TraN
karp_07995	NA	hypothetical protein
karp_08000	NA	hypothetical protein
karp_08005	traF	conjugal transfer protein
karp_08010	NA	Conjugal transfer protein TraH
karp_08015	NA	Conjugal transfer protein TraH
karp_08020	traG	conjugal transfer protein TraG
karp_08025	NA	Conjugal transfer protein
karp_08030	NA	Conjugal transfer protein
karp_08035	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
karp_08040	rpnC	transposase
karp_08045	NA	Conjugal transfer protein TraI
karp_08050	traA	conjugal transfer protein TraA
karp_08055	traA	conjugal transfer protein TraA
karp_08060	traA	conjugal transfer protein TraA
karp_08065	traA	conjugal transfer protein TraA
karp_08070	NA	Conjugative transfer protein
karp_08075	scaF	membrane protein
karp_08080	NA	hypothetical protein
karp_08085	traD	conjugative transfer protein
karp_08090	NA	hypothetical protein
karp_08095	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_08100	baeS	sensor histidine kinase
karp_08105	baeS	Signal transduction histidine kinase
karp_08110	NA	hypothetical protein
karp_08115	NA	Putative ompA-like autotransporter
karp_08120	aNKYR	Ankyrin repeat
karp_08125	dnaB	replicative DNA helicase
karp_08130	NA	DnaA-N domain-containing protein
karp_08135	NA	hypothetical protein
karp_08140	NA	IS5 family transposase ISOt6
karp_08145	NA	hypothetical protein
karp_08150	gtaD	phage portal protein
karp_08155	NA	hypothetical protein
karp_08160	hipB	XRE family transcriptional regulator
karp_08165	scaC	ScaC autotransporter protein
karp_08175	NA	ankyrin repeat domain-containing protein
karp_08180	NA	hypothetical protein
karp_08185	ykfC	Retron-type reverse transcriptase
karp_08190	NA	Conjugal transfer protein
karp_08195	NA	Type-F conjugative transfer system protein TraW
karp_08200	NA	Guanosine polyphosphate pyrophosphohydrolase
karp_08205	NA	Transposase
karp_08210	cflA	Bcr/CflA family drug resistance efflux transporter
karp_08215	NA	hypothetical protein
karp_08220	dnaB	replicative DNA helicase
karp_08225	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_08230	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_08235	NA	Membrane protein
karp_08240	dam	DNA methyltransferase
karp_08245	NA	IS5 family transposase ISOt6
karp_08250	NA	Transposase
karp_08255	NA	hypothetical protein
karp_08260	NA	Preprotein translocase SecA subunit-like protein
karp_08265	NA	Conjugal transfer TraD family protein
karp_08270	NA	hypothetical protein
karp_08275	NA	HNH endonuclease
karp_08280	ltrA	group II intron reverse transcriptase/maturase
karp_08285	traA	conjugal transfer protein TraA
karp_08290	traA	conjugal transfer protein TraA
karp_08295	NA	Repeat-containing protein E_01
karp_08300	NA	DDE superendonuclease family protein
karp_08305	NA	DDE superendonuclease family protein
karp_08310	NA	Transposase
karp_08315	NA	DnaA-N domain-containing protein
karp_08320	NA	Integrase
karp_08325	traL	Uncharacterised protein
karp_08330	traE	conjugative transfer protein
karp_08335	traK1	Uncharacterised protein
karp_08340	traK2	Uncharacterised protein
karp_08345	traB	conjugal transfer protein
karp_08350	traV	Uncharacterised protein
karp_08355	traC	conjugal transfer protein TraC
karp_08360	traW	type-F conjugative transfer system protein TraW
karp_08365	NA	hypothetical protein
karp_08370	traU	conjugal transfer protein
karp_08375	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_08380	traN	conjugal transfer protein TraN
karp_08385	traF	conjugal transfer protein
karp_08390	traH	conjugal transfer protein TraH
karp_08395	traG	conjugal transfer protein TraG
karp_08400	NA	TPR repeat-containing protein 08
karp_08405	traD	conjugal transfer protein
karp_08410	NA	transposase
karp_08415	NA	Uncharacterized domain associated with phage/plasmid primase
karp_08420	traI	conjugal transfer protein TraI
karp_08425	traA	conjugal transfer protein TraA
karp_08430	ltrA	group II intron reverse transcriptase/maturase
karp_08435	traD	conjugative transfer protein
karp_08440	NA	hypothetical protein
karp_08445	pilW	type IV pilus biogenesis/stability protein PilW
karp_08450	NA	transposase
karp_08455	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_08460	baeS	sensor histidine kinase
karp_08465	NA	Histidine kinase domain-containing protein
karp_08470	dam	DNA methyltransferase
karp_08475	NA	Putative ompA-like autotransporter
karp_08480	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_08485	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_08490	dnaB	replicative DNA helicase
karp_08495	NA	DnaA-N domain-containing protein
karp_08500	NA	DnaA-N domain-containing protein
karp_08505	dnaB	replicative DNA helicase
karp_08510	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_08515	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_08520	NA	Membrane protein
karp_08525	dam	DNA methyltransferase
karp_08530	NA	ATP-binding protein
karp_08535	baeS	sensor histidine kinase
karp_08540	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_08545	NA	transposase
karp_08550	NA	conjugal transfer protein
karp_08555	ltrA	group II intron reverse transcriptase/maturase
karp_08560	traA	conjugal transfer protein TraA
karp_08565	traA	conjugal transfer protein TraA
karp_08570	traI	conjugal transfer protein TraI
karp_08575	NA	Uncharacterized domain associated with phage/plasmid primase
karp_08580	NA	transposase
karp_08585	traD	conjugal transfer protein
karp_08590	NA	Tetratricopeptide repeat family protein
karp_08595	traG	conjugal transfer protein TraG
karp_08600	traH	conjugal transfer protein TraH
karp_08605	traF	conjugal transfer protein
karp_08610	traN	conjugal transfer protein TraN
karp_08615	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_08620	NA	Conjugal transfer protein
karp_08625	NA	Ankyrin repeat-containing protein 09
karp_08630	NA	Conjugal transfer protein TraC
karp_08635	NA	Conjugal transfer protein TraC
karp_08640	traV	hypothetical protein
karp_08645	traB	conjugal transfer protein
karp_08650	traK2	Uncharacterised protein
karp_08655	traK1	Uncharacterised protein
karp_08660	traE	conjugative transfer protein
karp_08665	traL	hypothetical protein
karp_08670	bcp	peroxiredoxin
karp_08675	xerD	Site-specific recombinase XerD
karp_08680	NA	Integrase
karp_08685	NA	hypothetical protein
karp_08690	NA	hypothetical protein
karp_08695	NA	hypothetical protein
karp_08700	ltrA	group II intron reverse transcriptase/maturase
karp_08705	traD	conjugative transfer protein
karp_08710	NA	transposase
karp_08715	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
karp_08720	baeS	sensor histidine kinase
karp_08725	baeS	Signal transduction histidine kinase
karp_08730	dam	DNA methyltransferase
karp_08735	NA	Membrane protein
karp_08740	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_08745	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_08750	NA	hypothetical protein
karp_08755	NA	IS5 family transposase ISOt6
karp_08760	NA	Transposase
karp_08765	NA	hypothetical protein
karp_08770	NA	Transposase, YhgA-like family protein
karp_08775	NA	Transposase IS116/IS110/IS902 family protein
karp_08780	NA	IS110 family transposase
karp_08785	NA	Transposase, YhgA-like family protein
karp_08790	NA	Integrase
karp_08795	NA	Integrase
karp_08800	NA	Integrase
karp_08805	traL	hypothetical protein
karp_08810	NA	Conjugal transfer protein TraE
karp_08815	NA	hypothetical protein
karp_08820	NA	hypothetical protein
karp_08825	NA	TPR repeat-containing protein 06_01
karp_08830	NA	TPR repeat-containing protein 08
karp_08835	NA	Transposase
karp_08840	sco1	SCO family protein
karp_08845	NA	Integrase
karp_08850	NA	Integrase
karp_08855	NA	Integrase
karp_08860	NA	hypothetical protein
karp_08865	NA	hypothetical protein
karp_08870	NA	Type-F conjugative transfer system protein TraW
karp_08875	NA	Conjugal transfer protein TraE
karp_08880	NA	hypothetical protein
karp_08885	traK1	hypothetical protein
karp_08890	NA	Integrase
karp_08895	NA	DDE superendonuclease family protein
karp_08900	NA	DDE superendonuclease family protein
karp_08905	NA	hypothetical protein
karp_08910	NA	Transposase
karp_08915	NA	IS630 family transposase
karp_08920	NA	Transposase
karp_08925	NA	RNA-binding protein
karp_08930	NA	RNA-binding protein
karp_08935	NA	IS5 family transposase ISOt6
karp_08940	NA	Conjugal transfer protein TraI
karp_08945	traA	conjugal transfer protein TraA
karp_08950	traA	conjugal transfer protein TraA
karp_08955	ltrA	group II intron reverse transcriptase/maturase
karp_08960	NA	HNH endonuclease
karp_08965	traD	conjugative transfer protein
karp_08970	NA	hypothetical protein
karp_08975	NA	hypothetical protein
karp_08980	NA	hypothetical protein
karp_08985	NA	hypothetical protein
karp_08990	NA	transposase
karp_08995	NA	PD-(D/E)XK nuclease transposase family protein
karp_09000	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
karp_09005	baeS	sensor histidine kinase
karp_09010	NA	Histidine kinase domain-containing protein
karp_09015	dam	DNA methyltransferase
karp_09020	NA	Membrane protein
karp_09025	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_09030	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_09035	NA	hypothetical protein
karp_09040	NA	hypothetical protein
karp_09045	comEC	competence protein ComEC
karp_09055	NA	two-component sensor histidine kinase
karp_09060	atoC	sigma-54-dependent Fis family transcriptional regulator
karp_09065	NA	hypothetical protein
karp_09070	NA	Ankyrin repeat-containing protein 09
karp_09075	mreC	rod shape-determining protein MreC
karp_09080	mreB	rod shape-determining protein
karp_09085	aceF	dihydrolipoamide acetyltransferase
karp_09090	NA	2-oxoacid-dh domain-containing protein
karp_09095	NA	hypothetical protein
karp_09100	NA	SpoT ppGpp synthetase
karp_09105	cafA	ribonuclease E
karp_09110	NA	hypothetical protein
karp_09115	NA	hypothetical protein
karp_09120	traA	conjugal transfer protein TraA
karp_09125	dnaB	replicative DNA helicase
karp_09130	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_09135	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_09140	NA	Putative ompA-like autotransporter
karp_09145	dam	DNA methyltransferase
karp_09150	NA	ATP-binding protein
karp_09155	baeS	histidine kinase
karp_09160	baeS	sensor histidine kinase
karp_09165	NA	ATP-binding protein
karp_09170	baeS	ATP-binding protein
karp_09175	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_09180	NA	Transposase IS116/IS110/IS902 family protein
karp_09185	NA	IS110 family transposase
karp_09190	traN	conjugal transfer protein TraN
karp_09195	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_09200	NA	conjugal transfer protein
karp_09205	NA	Ankyrin repeat-containing protein
karp_09210	NA	Conjugal transfer protein TraC
karp_09215	NA	hypothetical protein
karp_09220	NA	TraE family protein
karp_09225	bcp	peroxiredoxin
karp_09230	NA	Phage integrase family protein
karp_09235	NA	Integrase
karp_09240	NA	hypothetical protein
karp_09245	NA	Integrase
karp_09250	NA	Integrase
karp_09255	NA	Integrase
karp_09260	NA	Integrase
karp_09265	NA	hypothetical protein
karp_09275	gpsA	glycerol-3-phosphate dehydrogenase (NAD(P)(+))
karp_09280	mtaB	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase MtaB
karp_09285	NA	Transposase
karp_09290	NA	Transposase
karp_09295	secF	protein translocase subunit SecF
karp_09300	mutS	DNA mismatch repair protein MutS
karp_09305	tlc	ATP/ADP translocase
karp_09315	rsmI	16S rRNA (cytidine(1402)-2'-O)-methyltransferase
karp_09320	serS	serine--tRNA ligase
karp_09325	tatC	twin-arginine translocase subunit TatC
karp_09330	NA	hypothetical protein
karp_09335	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
karp_09340	parA	chromosome partitioning protein ParA
karp_09345	spo0J	chromosome partitioning protein
karp_09350	NA	Transposase
karp_09355	NA	IS5 family transposase ISOt6
karp_09360	NA	Transposase
karp_09365	NA	hypothetical protein
karp_09370	NA	Transposase
karp_09375	NA	DDE superendonuclease family protein
karp_09380	NA	Transposase
karp_09385	ubiB	ubiquinone biosynthesis protein UbiB
karp_09390	coq7	ubiquinone biosynthesis protein
karp_09395	rimP	Ribosome maturation factor RimP
karp_09400	nusA	transcription termination/antitermination protein NusA
karp_09405	infB	translation initiation factor IF-2
karp_09410	rbfA	ribosome-binding factor A
karp_09415	NA	IS5 family transposase ISOt6
karp_09420	NA	Transposase
karp_09425	NA	DDE superendonuclease family protein
karp_09430	NA	ATP-binding protein
karp_09435	NA	hypothetical protein
karp_09440	NA	DnaA N-terminal domain protein
karp_09445	NA	Ankyrin repeat-containing protein
karp_09450	dam	DNA methyltransferase
karp_09455	baeS	Signal transduction histidine kinase
karp_09460	baeS	sensor histidine kinase
karp_09465	NA	(P)pGpp hydrolase
karp_09470	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
karp_09475	NA	transposase
karp_09480	traD	conjugative transfer protein
karp_09485	traA	conjugal transfer protein TraA
karp_09490	traA	conjugal transfer protein TraA
karp_09495	NA	Conjugal transfer protein TraI
karp_09500	NA	Conjugal transfer protein TraI
karp_09505	NA	transposase
karp_09510	traD	conjugal transfer protein
karp_09515	NA	hypothetical protein
karp_09520	traG	conjugal transfer protein TraG
karp_09525	NA	transposase
karp_09530	pilW	type IV pilus biogenesis/stability protein PilW
karp_09535	NA	hypothetical protein
karp_09540	NA	hypothetical protein
karp_09545	NA	Conjugal transfer protein TraD
