#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ut176_02560          -          TPR_9                PF13371.10   5.8e-22   77.5   0.0    0.0026   17.7   0.0   6.1   3   2   3   6   6   6   5 -
ut76_01270           -          TPR_9                PF13371.10   6.7e-22   77.3   0.0   8.4e-05   22.5   0.0   6.2   1   1   3   5   5   5   4 -
ut176_07140          -          TPR_9                PF13371.10   6.8e-22   77.3   0.0   0.00045   20.2   0.0   6.2   2   1   4   6   6   6   5 -
kato_11570           -          TPR_9                PF13371.10     1e-21   76.7   0.0   1.4e-05   25.0   0.0   5.3   2   2   4   6   6   6   4 -
gilliam_02095        -          TPR_9                PF13371.10   1.2e-21   76.5   0.0     0.024   14.6   0.0   6.4   3   2   3   6   6   6   6 -
karp_04985           -          TPR_9                PF13371.10   1.5e-21   76.2   0.0   0.00043   20.3   0.0   5.9   3   2   3   6   6   6   6 -
ut176_08915          -          TPR_9                PF13371.10   1.6e-21   76.1   0.0    0.0018   18.3   0.0   6.8   1   1   7   8   8   8   5 -
ikeda_03735          -          TPR_9                PF13371.10   1.6e-21   76.1   0.0   1.5e-07   31.3   0.0   4.7   1   1   5   6   6   5   4 -
karp_02695           -          TPR_9                PF13371.10   2.5e-21   75.5   0.0   0.00043   20.3   0.0   5.9   2   2   4   6   6   6   6 -
karp_07785           -          TPR_9                PF13371.10   2.5e-21   75.5   0.0   0.00043   20.3   0.0   5.9   2   2   4   6   6   6   6 -
ut176_01165          -          TPR_9                PF13371.10   2.9e-21   75.3   0.0   0.00054   19.9   0.0   6.2   2   2   4   6   6   6   4 -
ut176_04865          -          TPR_9                PF13371.10   3.2e-21   75.1   0.0     2e-05   24.5   0.0   4.6   1   1   4   5   5   5   5 -
ut176_08005          -          TPR_9                PF13371.10   3.6e-21   74.9   0.0    0.0042   17.1   0.0   6.2   2   1   4   6   6   6   5 -
gilliam_09370        -          TPR_9                PF13371.10   4.3e-21   74.7   0.0     0.004   17.1   0.0   6.3   3   2   3   6   6   6   5 -
boryong_11315        -          TPR_9                PF13371.10   4.7e-21   74.6   0.0    0.0003   20.7   0.0   5.9   3   2   3   6   6   6   4 -
ta686_02410          -          TPR_9                PF13371.10   4.8e-21   74.5   0.0   7.6e-05   22.7   0.0   6.0   3   2   3   6   6   6   5 -
kato_08470           -          TPR_9                PF13371.10   5.8e-21   74.3   0.0     0.019   15.0   0.0   6.2   3   2   3   6   6   6   4 -
karp_12500           -          TPR_9                PF13371.10   6.9e-21   74.1   0.0   2.9e-05   24.0   0.0   5.5   3   2   3   6   6   6   4 -
karp_12355           -          TPR_9                PF13371.10   9.1e-21   73.7   0.0    0.0001   22.2   0.0   6.0   3   2   3   6   6   6   5 -
boryong_04115        -          TPR_9                PF13371.10   9.2e-21   73.6   0.0   0.00026   20.9   0.0   5.5   2   2   4   6   6   5   5 -
boryong_09500        -          TPR_9                PF13371.10   9.2e-21   73.6   0.0   0.00026   20.9   0.0   5.5   2   2   4   6   6   5   5 -
ut176_06165          -          TPR_9                PF13371.10   2.9e-20   72.0   0.0    0.0012   18.8   0.0   6.1   2   2   4   6   6   6   4 -
ta686_11120          -          TPR_9                PF13371.10   2.9e-20   72.0   0.0      0.01   15.9   0.0   6.1   2   2   4   6   6   6   4 -
ta686_12490          -          TPR_9                PF13371.10   2.9e-20   72.0   0.0      0.01   15.9   0.0   6.1   2   2   4   6   6   6   4 -
ut76_03175           -          TPR_9                PF13371.10   4.9e-20   71.3   0.0     0.024   14.6   0.0   6.1   3   2   3   6   6   6   5 -
ta686_07845          -          TPR_9                PF13371.10   5.7e-20   71.1   0.0     0.014   15.4   0.0   6.1   2   2   4   6   6   6   4 -
ta686_05305          -          TPR_9                PF13371.10   1.2e-19   70.1   0.0     5e-05   23.2   0.0   5.2   1   1   3   5   5   5   5 -
ta686_06215          -          TPR_9                PF13371.10   1.2e-19   70.1   0.0     5e-05   23.2   0.0   5.2   1   1   3   5   5   5   5 -
boryong_07715        -          TPR_9                PF13371.10   1.4e-19   69.8   0.0   0.00013   21.9   0.0   4.1   2   2   2   4   4   4   4 -
kato_10885           -          TPR_9                PF13371.10   1.7e-19   69.6   0.0    0.0024   17.8   0.0   6.6   4   2   3   7   7   6   3 -
karp_05285           -          TPR_9                PF13371.10   1.8e-19   69.5   0.0   0.00017   21.5   0.0   6.4   4   2   3   7   7   6   4 -
ut176_04095          -          TPR_9                PF13371.10     2e-19   69.4   0.0    0.0045   17.0   0.0   6.0   3   2   3   6   6   6   5 -
ut176_04890          -          TPR_9                PF13371.10     2e-19   69.4   0.0    0.0045   17.0   0.0   6.0   3   2   3   6   6   6   5 -
kato_00205           -          TPR_9                PF13371.10   2.4e-19   69.1   0.0    0.0018   18.2   0.0   6.1   2   2   4   6   6   6   2 -
ut76_09590           -          TPR_9                PF13371.10   2.6e-19   69.0   0.0    0.0024   17.9   0.0   6.5   4   2   3   7   7   6   3 -
gilliam_05960        -          TPR_9                PF13371.10   3.2e-19   68.7   0.0    0.0021   18.1   0.0   6.1   2   2   4   6   6   6   3 -
ut76_05985           -          TPR_9                PF13371.10   3.2e-19   68.7   0.0    0.0021   18.1   0.0   6.1   2   2   4   6   6   6   3 -
ut76_03295           -          TPR_9                PF13371.10   3.5e-19   68.6   0.0   6.2e-05   22.9   0.0   6.2   2   2   4   6   6   6   4 -
gilliam_07915        -          TPR_9                PF13371.10   3.9e-19   68.4   0.0    0.0014   18.6   0.0   6.1   2   2   3   6   6   6   3 -
gilliam_13295        -          TPR_9                PF13371.10   3.9e-19   68.4   0.0    0.0014   18.6   0.0   6.1   2   2   3   6   6   6   3 -
ut76_10295           -          TPR_9                PF13371.10   4.4e-19   68.3   0.0    0.0097   15.9   0.0   6.2   2   1   3   6   6   6   3 -
kato_06275           -          TPR_9                PF13371.10   4.6e-19   68.2   0.0     0.006   16.6   0.0   6.1   2   2   4   6   6   6   4 -
kato_09095           -          TPR_9                PF13371.10   5.1e-19   68.1   0.0    0.0021   18.0   0.0   6.1   3   2   3   6   6   6   5 -
gilliam_12380        -          TPR_9                PF13371.10   7.7e-19   67.5   0.0    0.0021   18.0   0.0   6.3   3   2   3   6   6   6   3 -
ut76_08560           -          TPR_9                PF13371.10   1.9e-18   66.2   0.0   5.2e-05   23.2   0.0   4.7   2   1   3   5   5   4   4 -
ut176_01210          -          TPR_9                PF13371.10   2.1e-18   66.1   0.0    0.0084   16.1   0.0   5.6   1   1   5   6   6   6   6 -
ikeda_02275          -          TPR_9                PF13371.10   2.4e-18   65.9   0.0   4.2e-05   23.5   0.0   6.1   2   2   4   6   6   6   4 -
boryong_00645        -          TPR_9                PF13371.10   2.9e-18   65.6   0.0   0.00072   19.5   0.0   4.3   2   2   2   4   4   4   4 -
boryong_03590        -          TPR_9                PF13371.10   2.9e-18   65.6   0.0   0.00072   19.5   0.0   4.3   2   2   2   4   4   4   4 -
boryong_06290        -          TPR_9                PF13371.10   2.9e-18   65.6   0.0   0.00072   19.5   0.0   4.3   2   2   2   4   4   4   4 -
boryong_06685        -          TPR_9                PF13371.10   2.9e-18   65.6   0.0   0.00072   19.5   0.0   4.3   2   2   2   4   4   4   4 -
boryong_06850        -          TPR_9                PF13371.10   2.9e-18   65.6   0.0   0.00072   19.5   0.0   4.3   2   2   2   4   4   4   4 -
boryong_11735        -          TPR_9                PF13371.10   2.9e-18   65.6   0.0   0.00072   19.5   0.0   4.3   2   2   2   4   4   4   4 -
ta686_06520          -          TPR_9                PF13371.10   3.7e-18   65.3   0.0    0.0055   16.7   0.0   5.6   3   2   3   6   6   6   4 -
karp_02395           -          TPR_9                PF13371.10   3.9e-18   65.2   0.0    0.0038   17.2   0.0   6.7   2   2   6   8   8   8   4 -
kato_01395           -          TPR_9                PF13371.10     4e-18   65.2   0.0   9.9e-05   22.3   0.0   4.7   1   1   4   6   6   6   4 -
karp_01270           -          TPR_9                PF13371.10   4.2e-18   65.1   0.0   7.1e-06   25.9   0.0   4.6   2   1   3   5   5   4   4 -
kato_08210           -          TPR_9                PF13371.10   4.6e-18   65.0   1.3   0.00058   19.8   0.0   4.6   1   1   4   5   5   5   5 -
ta686_03430          -          TPR_9                PF13371.10   7.7e-18   64.3   0.0   4.7e-06   26.5   0.0   4.9   1   1   4   5   5   5   5 -
karp_08400           -          TPR_9                PF13371.10     1e-17   63.9   0.0    0.0031   17.5   0.0   5.4   2   2   2   5   5   5   3 -
ut176_02655          -          TPR_9                PF13371.10     1e-17   63.9   0.0    0.0018   18.2   0.0   4.1   3   1   1   4   4   4   4 -
ikeda_10400          -          TPR_9                PF13371.10   1.4e-17   63.4   0.0   0.00069   19.6   0.0   6.2   4   2   3   7   7   6   2 -
gilliam_02265        -          TPR_9                PF13371.10   3.5e-17   62.2   0.0    0.0057   16.6   0.0   6.0   2   1   5   7   7   7   4 -
gilliam_03310        -          TPR_9                PF13371.10   3.5e-17   62.2   0.0    0.0057   16.6   0.0   6.0   2   1   5   7   7   7   4 -
gilliam_08775        -          TPR_9                PF13371.10   3.5e-17   62.2   0.0    0.0057   16.6   0.0   6.0   2   1   5   7   7   7   4 -
gilliam_12840        -          TPR_9                PF13371.10   3.5e-17   62.2   0.0    0.0057   16.6   0.0   6.0   2   1   5   7   7   7   4 -
gilliam_00785        -          TPR_9                PF13371.10   8.5e-17   61.0   0.0    0.0087   16.1   0.0   6.3   3   3   4   7   7   7   5 -
gilliam_01670        -          TPR_9                PF13371.10   8.8e-17   60.9   0.0   0.00048   20.1   0.0   5.1   2   1   4   6   6   5   5 -
kato_02825           -          TPR_9                PF13371.10     1e-16   60.7   0.0   0.00011   22.1   0.0   6.0   1   1   6   7   7   7   4 -
kato_08160           -          TPR_9                PF13371.10     1e-16   60.7   0.0   0.00011   22.1   0.0   6.0   1   1   6   7   7   7   4 -
karp_07585           -          TPR_9                PF13371.10   2.1e-16   59.7   0.0    0.0031   17.5   0.0   5.5   1   1   6   7   7   7   6 -
gilliam_05220        -          TPR_9                PF13371.10   2.6e-16   59.4   0.0   0.00031   20.7   0.0   4.9   2   1   4   6   6   5   4 -
gilliam_10055        -          TPR_9                PF13371.10   2.6e-16   59.4   0.0   0.00031   20.7   0.0   4.9   2   1   4   6   6   5   4 -
gilliam_04335        -          TPR_9                PF13371.10   1.2e-15   57.3   0.0   2.3e-05   24.3   0.0   3.2   1   1   2   3   3   3   3 -
gilliam_13415        -          TPR_9                PF13371.10   1.2e-15   57.3   0.0   2.3e-05   24.3   0.0   3.2   1   1   2   3   3   3   3 -
karp_08830           -          TPR_9                PF13371.10   2.1e-15   56.5   0.0    0.0029   17.6   0.0   3.9   2   1   2   4   4   4   4 -
ta686_08360          -          TPR_9                PF13371.10   2.2e-15   56.4   0.0     0.025   14.6   0.0   5.9   2   1   4   6   6   6   3 -
kato_11620           -          TPR_9                PF13371.10   2.1e-14   53.3   0.0    0.0014   18.6   0.0   4.7   1   1   4   6   6   6   4 -
gilliam_07440        -          TPR_9                PF13371.10   2.4e-14   53.1   0.0      0.02   14.9   0.0   5.7   1   1   4   6   6   6   4 -
gilliam_04120        -          TPR_9                PF13371.10   5.1e-14   52.0   0.0     0.021   14.8   0.0   5.3   1   1   5   6   6   6   4 -
gilliam_10715        -          TPR_9                PF13371.10   5.9e-14   51.8   0.0      0.15   12.1   0.0   6.0   2   1   3   6   6   6   3 -
ta686_08035          -          TPR_9                PF13371.10   5.9e-14   51.8   0.0      0.15   12.1   0.0   6.0   2   1   3   6   6   6   3 -
gilliam_13065        -          TPR_9                PF13371.10   2.5e-13   49.8   0.0   0.00078   19.4   0.0   4.2   2   2   2   4   4   4   3 -
gilliam_04435        -          TPR_9                PF13371.10   2.6e-13   49.8   0.0       0.3   11.1   0.0   5.9   2   1   5   7   7   7   2 -
boryong_02940        -          TPR_9                PF13371.10   2.4e-12   46.7   0.0   0.00014   21.8   0.0   3.7   2   1   3   5   5   4   3 -
gilliam_04030        -          TPR_9                PF13371.10   2.5e-12   46.6   0.0    0.0018   18.2   0.0   3.0   1   1   2   3   3   3   3 -
kato_04085           -          TPR_9                PF13371.10   5.1e-12   45.6   0.0     0.016   15.2   0.0   4.5   3   1   2   5   5   4   2 -
karp_01005           -          TPR_9                PF13371.10   1.1e-11   44.6   0.0     0.061   13.4   0.0   5.8   3   2   3   6   6   6   1 -
gilliam_05995        -          TPR_10               PF13374.10   4.1e-19   68.0  42.5      0.27   11.4   0.1  16.2  16   1   2  18  18  17   3 -
ut76_11135           -          TPR_10               PF13374.10   1.9e-18   65.8  27.5     0.098   12.8   0.3  10.8  10   1   2  12  12  11   6 -
gilliam_06625        -          TPR_10               PF13374.10   6.3e-18   64.2  41.9      0.24   11.5   0.1  16.3  16   1   2  18  18  18   2 -
boryong_07370        -          TPR_10               PF13374.10   6.4e-18   64.2  19.1      0.92    9.7   0.1  10.5  11   0   0  11  11  10   2 -
ut76_01395           -          TPR_10               PF13374.10     1e-16   60.3  22.8       1.7    8.9   0.0  14.8  15   1   1  16  16  16   2 -
karp_09530           -          TPR_10               PF13374.10   1.4e-16   60.0  34.8      0.42   10.8   0.0  13.9  13   1   0  14  14  14   3 -
gilliam_10750        -          TPR_10               PF13374.10   2.9e-16   58.9  49.9      0.25   11.5   0.1  16.9  17   1   0  18  18  18   3 -
karp_04940           -          TPR_10               PF13374.10   3.5e-16   58.6  21.1      0.14   12.3   0.1  10.8  11   0   0  11  11  11   3 -
karp_07160           -          TPR_10               PF13374.10   3.5e-16   58.6  21.1      0.14   12.3   0.1  10.8  11   0   0  11  11  11   3 -
karp_07740           -          TPR_10               PF13374.10   3.5e-16   58.6  21.1      0.14   12.3   0.1  10.8  11   0   0  11  11  11   3 -
karp_08445           -          TPR_10               PF13374.10   3.5e-16   58.6  21.1      0.14   12.3   0.1  10.8  11   0   0  11  11  11   3 -
ut176_08060          -          TPR_10               PF13374.10     4e-16   58.5  21.7      0.14   12.3   0.1  10.9  11   0   0  11  11  11   3 -
karp_03595           -          TPR_10               PF13374.10   5.2e-16   58.1  24.2      0.22   11.6   0.1   9.9   9   1   2  11  11  10   5 -
karp_12355           -          TPR_10               PF13374.10   1.7e-15   56.5  13.4      0.01   15.9   0.1   7.9   8   0   0   8   8   7   4 -
karp_01040           -          TPR_10               PF13374.10   2.2e-15   56.1  33.7      0.39   10.9   0.0  13.9  11   1   4  15  15  15   2 -
gilliam_01525        -          TPR_10               PF13374.10   8.2e-15   54.3  14.6      0.05   13.7   0.0   8.7   9   0   0   9   9   9   2 -
gilliam_01700        -          TPR_10               PF13374.10   8.2e-15   54.3  14.6      0.05   13.7   0.0   8.7   9   0   0   9   9   9   2 -
gilliam_10090        -          TPR_10               PF13374.10   8.2e-15   54.3  14.6      0.05   13.7   0.0   8.7   9   0   0   9   9   9   2 -
ta686_07620          -          TPR_10               PF13374.10   1.3e-14   53.7  26.0      0.32   11.1   0.1  10.8  11   0   0  11  11  11   3 -
ikeda_09470          -          TPR_10               PF13374.10   1.8e-14   53.2  25.3      0.28   11.3   0.1   9.7  10   0   0  10  10  10   4 -
ut176_08880          -          TPR_10               PF13374.10   4.5e-14   51.9  23.0       1.4    9.1   0.1  11.9  11   1   2  13  13  12   2 -
ut76_01425           -          TPR_10               PF13374.10   4.7e-14   51.9  16.4    0.0037   17.3   0.4   8.7   9   0   0   9   9   9   2 -
ta686_02130          -          TPR_10               PF13374.10   8.5e-14   51.1  19.0      0.41   10.8   0.1   9.3   8   1   2  10  10  10   3 -
karp_02695           -          TPR_10               PF13374.10   9.8e-14   50.9  14.9      0.04   14.0   0.1   8.1   9   0   0   9   9   8   2 -
karp_07785           -          TPR_10               PF13374.10   9.8e-14   50.9  14.9      0.04   14.0   0.1   8.1   9   0   0   9   9   8   2 -
ut76_00890           -          TPR_10               PF13374.10   1.1e-13   50.8  26.6     0.082   13.0   0.3   9.8  10   0   0  10  10  10   3 -
karp_00485           -          TPR_10               PF13374.10   1.5e-13   50.3  20.0      0.16   12.1   0.1  10.7   9   2   3  12  12  11   2 -
karp_07475           -          TPR_10               PF13374.10   1.5e-13   50.3  20.0      0.16   12.1   0.1  10.7   9   2   3  12  12  11   2 -
gilliam_08555        -          TPR_10               PF13374.10   1.6e-13   50.2   3.9      0.22   11.7   0.1   7.6   8   0   0   8   8   7   1 -
ut76_10340           -          TPR_10               PF13374.10   2.7e-13   49.5  19.9      0.28   11.3   0.1  10.5  11   0   0  11  11  11   2 -
karp_06560           -          TPR_10               PF13374.10   3.6e-13   49.1  17.9      0.05   13.7   0.0   8.9   9   0   0   9   9   9   2 -
karp_02650           -          TPR_10               PF13374.10   4.1e-13   48.9  26.5     0.082   13.0   0.3   9.5  10   0   0  10  10   9   3 -
kato_06230           -          TPR_10               PF13374.10   4.1e-13   48.9  26.5     0.082   13.0   0.3   9.5  10   0   0  10  10   9   3 -
ut76_01455           -          TPR_10               PF13374.10   4.1e-13   48.9  26.5     0.082   13.0   0.3   9.5  10   0   0  10  10   9   3 -
ikeda_10400          -          TPR_10               PF13374.10   4.4e-13   48.8  11.5     0.085   13.0   0.1   8.2   9   0   0   9   9   8   3 -
gilliam_02265        -          TPR_10               PF13374.10   4.8e-13   48.7  12.6      0.09   12.9   0.1   8.9   9   0   0   9   9   9   2 -
gilliam_03310        -          TPR_10               PF13374.10   4.8e-13   48.7  12.6      0.09   12.9   0.1   8.9   9   0   0   9   9   9   2 -
gilliam_08775        -          TPR_10               PF13374.10   4.8e-13   48.7  12.6      0.09   12.9   0.1   8.9   9   0   0   9   9   9   2 -
gilliam_12840        -          TPR_10               PF13374.10   4.8e-13   48.7  12.6      0.09   12.9   0.1   8.9   9   0   0   9   9   9   2 -
ta686_03430          -          TPR_10               PF13374.10   4.9e-13   48.7  13.3     0.079   13.1   0.4   6.2   6   0   0   6   6   6   3 -
karp_00635           -          TPR_10               PF13374.10   6.4e-13   48.3  32.9      0.91    9.7   0.1  14.6  15   1   2  17  17  17   1 -
ikeda_06520          -          TPR_10               PF13374.10   7.3e-13   48.1  19.7    0.0039   17.2   0.2   8.3   9   0   0   9   9   8   2 -
ikeda_08490          -          TPR_10               PF13374.10   7.3e-13   48.1  19.7    0.0039   17.2   0.2   8.3   9   0   0   9   9   8   2 -
ta686_05305          -          TPR_10               PF13374.10   7.3e-13   48.1  16.3      0.36   11.0   0.1   7.9   8   0   0   8   8   8   2 -
ta686_06215          -          TPR_10               PF13374.10   7.3e-13   48.1  16.3      0.36   11.0   0.1   7.9   8   0   0   8   8   8   2 -
ta686_02410          -          TPR_10               PF13374.10   8.4e-13   47.9  15.4      0.01   15.9   0.1   7.9   9   0   0   9   9   7   4 -
gilliam_04405        -          TPR_10               PF13374.10     1e-12   47.7  23.1      0.27   11.4   0.0  10.1   9   1   0  10  10  10   3 -
gilliam_07975        -          TPR_10               PF13374.10   1.1e-12   47.5  26.6      0.23   11.6   0.2   9.8  10   0   0  10  10  10   3 -
gilliam_07885        -          TPR_10               PF13374.10   1.4e-12   47.3  20.9       0.3   11.2   0.1  12.0  13   0   0  13  13  12   1 -
gilliam_04155        -          TPR_10               PF13374.10   1.4e-12   47.2  26.8      0.23   11.6   0.2   9.8  10   0   0  10  10  10   3 -
ut176_02655          -          TPR_10               PF13374.10   1.9e-12   46.8  16.0       0.1   12.7   0.0   6.8   7   1   0   7   7   6   3 -
karp_04985           -          TPR_10               PF13374.10   2.2e-12   46.6   8.8      0.15   12.2   0.1   7.2   8   0   0   8   8   6   2 -
ut76_09590           -          TPR_10               PF13374.10   3.1e-12   46.1  11.4      0.36   11.0   0.1   8.7   9   0   0   9   9   9   2 -
ta686_12230          -          TPR_10               PF13374.10   3.6e-12   45.9  12.6      0.44   10.7   0.0   8.9   9   0   0   9   9   9   2 -
kato_10885           -          TPR_10               PF13374.10     4e-12   45.8  10.4      0.36   11.0   0.1   8.6   9   0   0   9   9   8   2 -
ut176_01210          -          TPR_10               PF13374.10   4.1e-12   45.7  11.0      0.15   12.2   0.2   6.9   7   0   0   7   7   7   3 -
ut76_01270           -          TPR_10               PF13374.10   5.1e-12   45.4  10.6     0.016   15.3   0.0   8.3   9   0   0   9   9   8   2 -
kato_05700           -          TPR_10               PF13374.10   5.4e-12   45.4  14.3     0.062   13.4   0.0   8.5   9   0   0   9   9   8   2 -
gilliam_02095        -          TPR_10               PF13374.10     6e-12   45.2  13.6     0.043   13.9   0.2   7.9   8   0   0   8   8   7   2 -
ut76_03175           -          TPR_10               PF13374.10   6.1e-12   45.2   9.8     0.069   13.3   0.1   8.2   9   0   0   9   9   8   2 -
kato_04085           -          TPR_10               PF13374.10   6.9e-12   45.0   4.9      0.14   12.2   0.0   6.2   6   0   0   6   6   6   2 -
kato_11570           -          TPR_10               PF13374.10   1.2e-11   44.3  16.3      0.12   12.4   0.0   7.9   8   0   0   8   8   8   3 -
gilliam_12380        -          TPR_10               PF13374.10   1.3e-11   44.2  15.0     0.089   12.9   0.1   8.8   9   0   0   9   9   8   2 -
ut176_08915          -          TPR_10               PF13374.10   1.4e-11   44.0  10.7      0.17   12.0   0.0   7.9   9   0   0   9   9   7   2 -
gilliam_07560        -          TPR_10               PF13374.10   1.6e-11   43.9  17.5      0.17   12.0   0.0   8.7   9   0   0   9   9   9   2 -
kato_10180           -          TPR_10               PF13374.10   1.8e-11   43.7   8.8      0.95    9.6   0.1   8.0   8   0   0   8   8   8   1 -
gilliam_09370        -          TPR_10               PF13374.10   2.5e-11   43.2  13.7      0.44   10.7   0.0   8.7   9   0   0   9   9   8   2 -
ta686_09350          -          TPR_10               PF13374.10     4e-11   42.6   6.2      0.21   11.7   0.1   7.8   8   0   0   8   8   8   1 -
ut76_07585           -          TPR_10               PF13374.10   4.5e-11   42.4  18.3     0.062   13.4   0.0   9.0  10   0   0  10  10   9   2 -
boryong_11315        -          TPR_10               PF13374.10     5e-11   42.3   8.9      0.21   11.7   0.0   8.6   9   0   0   9   9   9   2 -
ut176_00340          -          TPR_10               PF13374.10   5.5e-11   42.2   9.8      0.27   11.4   0.0   8.2   9   0   0   9   9   8   2 -
ut176_02560          -          TPR_10               PF13374.10   5.5e-11   42.2   9.8      0.27   11.4   0.0   8.2   9   0   0   9   9   8   2 -
ut176_07140          -          TPR_10               PF13374.10   5.7e-11   42.1  12.4      0.55   10.4   0.0   8.8   9   0   0   9   9   9   2 -
ta686_11120          -          TPR_10               PF13374.10   5.9e-11   42.1  12.4      0.26   11.4   0.0   8.3   9   0   0   9   9   8   2 -
ta686_12490          -          TPR_10               PF13374.10   5.9e-11   42.1  12.4      0.26   11.4   0.0   8.3   9   0   0   9   9   8   2 -
ta686_02570          -          TPR_10               PF13374.10   8.1e-11   41.6  17.6    0.0037   17.3   0.4   7.7   9   0   0   9   9   7   2 -
karp_00635           -          TPR_12               PF13424.10   2.1e-62  207.4  33.9   1.4e-07   31.6   0.0  12.7   3   1   9  12  12  12  12 -
ut76_01395           -          TPR_12               PF13424.10   1.3e-61  204.8  29.2   3.5e-07   30.4   0.2  14.0   2   2  13  15  15  15  14 -
ta686_06495          -          TPR_12               PF13424.10   1.1e-52  176.2  63.6   1.7e-08   34.6   0.2  11.3   1   1  11  12  12  12  11 -
gilliam_06625        -          TPR_12               PF13424.10   7.8e-52  173.4  48.9     2e-07   31.2   1.8  13.1   9   5   3  12  12  12  10 -
gilliam_10750        -          TPR_12               PF13424.10   1.4e-51  172.7  55.9   2.3e-06   27.7   0.5  14.6   6   4   8  14  14  14  12 -
gilliam_05995        -          TPR_12               PF13424.10   2.9e-51  171.6  51.5     2e-07   31.2   1.8  13.7   8   6   3  11  11  11   9 -
ut76_03145           -          TPR_12               PF13424.10   6.3e-51  170.5  15.3   5.4e-08   33.0   0.1  10.9   1   1   9  11  11  11  10 -
ta686_08325          -          TPR_12               PF13424.10   9.5e-51  170.0  28.5     6e-08   32.8   2.1  10.3   1   1   7   8   8   8   8 -
kato_00790           -          TPR_12               PF13424.10   1.2e-50  169.7  23.5     3e-06   27.4   0.2  12.5   2   2  10  12  12  12  11 -
ut176_00365          -          TPR_12               PF13424.10   1.7e-50  169.1  35.3   1.5e-08   34.8   1.7  11.5   3   3   8  11  11  11  10 -
ut176_04860          -          TPR_12               PF13424.10   1.7e-50  169.1  35.3   1.5e-08   34.8   1.7  11.5   3   3   8  11  11  11  10 -
ut176_05285          -          TPR_12               PF13424.10   1.7e-50  169.1  35.3   1.5e-08   34.8   1.7  11.5   3   3   8  11  11  11  10 -
ut176_09840          -          TPR_12               PF13424.10   3.2e-50  168.3  34.8   1.5e-08   34.8   1.7  11.5   3   3   7  10  10  10  10 -
ut176_04380          -          TPR_12               PF13424.10   4.1e-49  164.7  45.9   1.9e-07   31.2   0.5  10.7   1   1  10  11  11  11  11 -
gilliam_09395        -          TPR_12               PF13424.10   4.5e-48  161.4  57.9   1.3e-08   34.9   0.2  10.5   1   1   9  11  11  11  10 -
kato_08130           -          TPR_12               PF13424.10   7.2e-47  157.6  33.1   1.1e-05   25.5   0.2  13.6   1   1  13  15  15  15  13 -
ta686_02040          -          TPR_12               PF13424.10   7.6e-47  157.5  57.7   2.1e-07   31.1   0.8  10.5   1   1  10  11  11  11  11 -
kato_04115           -          TPR_12               PF13424.10   1.2e-46  156.8  19.9   1.7e-08   34.6   1.0  11.0   1   1  10  11  11  11  10 -
kato_08440           -          TPR_12               PF13424.10   1.2e-46  156.8  19.9   1.7e-08   34.6   1.0  11.0   1   1  10  11  11  11  10 -
ta686_12460          -          TPR_12               PF13424.10     2e-46  156.1  28.9   7.1e-08   32.6   0.7   9.9   1   1   7   9   9   9   8 -
karp_07815           -          TPR_12               PF13424.10     2e-45  152.9  19.0   4.6e-08   33.2   0.6   9.8   1   1   9  10  10  10  10 -
boryong_07370        -          TPR_12               PF13424.10   6.1e-45  151.4  21.9   6.8e-08   32.7   0.6  10.0   3   2   5   8   8   8   8 -
ut176_02445          -          TPR_12               PF13424.10   1.5e-43  146.9  40.3     4e-09   36.6   0.4   9.6   1   1   8  10  10  10  10 -
karp_09530           -          TPR_12               PF13424.10   4.9e-43  145.2  42.8   1.6e-08   34.7   0.7  12.1   6   4   4  10  10  10   8 -
ut76_10160           -          TPR_12               PF13424.10   2.2e-42  143.2  30.3   4.5e-06   26.8   0.6  11.2   4   3   5  10  10  10   9 -
kato_06665           -          TPR_12               PF13424.10   3.6e-42  142.5  33.1   4.5e-06   26.8   0.6  11.3   3   2   8  11  11  11  10 -
gilliam_07885        -          TPR_12               PF13424.10   4.9e-42  142.1  19.2   5.3e-07   29.8   0.1  10.8   2   2   9  11  11  11  10 -
ikeda_01310          -          TPR_12               PF13424.10   1.7e-41  140.3  33.5   4.5e-06   26.8   0.6  11.3   3   2   8  11  11  11  10 -
ta686_00215          -          TPR_12               PF13424.10   2.7e-41  139.7  32.1   4.5e-06   26.8   0.6  11.3   3   2   7  10  10  10   8 -
ta686_05190          -          TPR_12               PF13424.10   2.7e-41  139.7  32.1   4.5e-06   26.8   0.6  11.3   3   2   7  10  10  10   8 -
ut176_08880          -          TPR_12               PF13424.10   1.4e-40  137.4  28.2     7e-07   29.4   0.1  10.1   5   4   3   8   8   8   8 -
karp_04940           -          TPR_12               PF13424.10   6.1e-40  135.4  20.4     1e-07   32.1   0.1   8.9   3   3   5   8   8   8   8 -
karp_07160           -          TPR_12               PF13424.10   6.1e-40  135.4  20.4     1e-07   32.1   0.1   8.9   3   3   5   8   8   8   8 -
karp_07740           -          TPR_12               PF13424.10   6.1e-40  135.4  20.4     1e-07   32.1   0.1   8.9   3   3   5   8   8   8   8 -
