locus_tag	gene	product
boryong_06215	tnp-IS630	IS630 family transposase
boryong_06220	dam	DNA methyltransferase
boryong_06225	NA	hypothetical protein
boryong_06230	baeS	sensor histidine kinase
boryong_06235	baeS	sensor histidine kinase
boryong_06240	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_06245	NA	hypothetical protein
boryong_06250	traD	conjugative transfer protein
boryong_06255	NA	hypothetical protein
boryong_06260	traA	conjugal transfer protein TraA
boryong_06265	NA	Conjugal transfer protein TraA
boryong_06270	NA	toprim domain-containing protein
boryong_06275	NA	transposase
boryong_06280	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
boryong_06285	NA	Conjugal transfer protein
boryong_06290	NA	Tetratricopeptide repeat protein with 5 trp repeats
boryong_06295	traG	conjugal transfer protein TraG
boryong_06300	NA	Conjugal transfer protein TraH
boryong_06305	NA	Conjugal transfer protein TraH
boryong_06310	NA	Conjugal transfer protein
boryong_06315	NA	hypothetical protein
boryong_06320	traN	conjugal transfer protein TraN
boryong_06325	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_06330	NA	Conjugal transfer protein
boryong_06335	NA	conjugal transfer protein
boryong_06340	NA	Conjugal transfer protein
boryong_06345	NA	hypothetical protein
boryong_06350	traE	conjugative transfer protein
boryong_06355	traL	Uncharacterised protein
boryong_06360	NA	site-specific integrase
boryong_06365	NA	Putative integrase
boryong_06370	NA	hypothetical protein
boryong_06375	NA	hypothetical protein
boryong_06380	NA	Transposase DDE domain protein
boryong_06385	NA	hypothetical protein
boryong_06390	NA	Reverse transcriptase family protein
boryong_06395	fdx	(2Fe-2S) ferredoxin
boryong_06400	hscA	molecular chaperone HscA
boryong_06405	hscB	co-chaperone HscB
boryong_06410	iscA	iron-sulfur cluster assembly accessory protein
boryong_06415	iscU	Fe-S cluster assembly scaffold IscU
boryong_06420	sufS	cysteine desulfurase
boryong_06425	nifS	aminotransferase class V-fold PLP-dependent enzyme
boryong_06430	iscR	[Fe-S]-binding protein
boryong_06435	NA	alpha/beta hydrolase
boryong_06445	ftsA	cell division protein FtsA
boryong_06450	NA	hypothetical protein
boryong_06455	bcsA	glycosyl transferase
boryong_06460	NA	hypothetical protein
boryong_06465	NA	DDE superendonuclease family protein
boryong_06470	NA	hypothetical protein
boryong_06475	NA	hypothetical protein
boryong_06480	NA	DNA helicase
boryong_06485	NA	Replicative DNA helicase
boryong_06490	NA	site-specific integrase
boryong_06495	NA	hypothetical protein
boryong_06500	rpoD	RNA polymerase sigma factor RpoD
boryong_06505	dnaG	DNA primase
boryong_06510	dprA	DNA-processing protein DprA
boryong_06515	ahpC	alkyl hydroperoxide reductase
boryong_06520	NA	hypothetical protein
boryong_06525	NA	reverse transcriptase domain-containing protein
boryong_06530	NA	hypothetical protein
boryong_06540	ykfC	reverse transcriptase
boryong_06545	NA	hypothetical protein
boryong_06550	NA	Ankyrin repeat protein with 8 ankyrin repeats
boryong_06555	pepB	leucyl aminopeptidase
boryong_06560	mipZ	ATPase
boryong_06565	rpsB	30S ribosomal protein S2
boryong_06570	tsf	elongation factor Ts
boryong_06575	pheT	phenylalanine--tRNA ligase subunit beta
boryong_06580	pheS	phenylalanine--tRNA ligase subunit alpha
boryong_06585	NA	hypothetical protein
boryong_06590	NA	Phage-related integrase
boryong_06595	traL	Uncharacterised protein
boryong_06600	traE	conjugative transfer protein
boryong_06605	NA	hypothetical protein
boryong_06610	NA	Conjugal transfer protein
boryong_06615	NA	conjugal transfer protein
boryong_06620	NA	Conjugal transfer protein
boryong_06625	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_06630	NA	Conjugal transfer protein TraN
boryong_06635	NA	conjugal transfer protein TraN
boryong_06640	NA	ankyrin repeat domain-containing protein
boryong_06645	NA	hypothetical protein
boryong_06650	NA	hypothetical protein
boryong_06655	NA	hypothetical protein
boryong_06660	NA	Conjugal transfer protein
boryong_06665	NA	Conjugal transfer protein TraH
boryong_06670	NA	Conjugal transfer protein TraH
boryong_06675	traG	conjugal transfer protein TraG
boryong_06680	NA	Putative conjugative transfer protein TraG
boryong_06685	NA	Tetratricopeptide repeat protein with 5 trp repeats
boryong_06690	NA	Conjugal transfer protein
boryong_06695	tnp-IS110	IS110 family transposase
boryong_06700	NA	SpoT-like ppGpp hydrolase domain protein
boryong_06705	NA	(P)pGpp hydrolase
boryong_06710	baeS	sensor histidine kinase
boryong_06715	baeS	sensor histidine kinase
boryong_06720	NA	Site-specific DNA adenine methylase
boryong_06725	NA	hypothetical protein
boryong_06730	NA	hypothetical protein
boryong_06735	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_06740	NA	hypothetical protein
boryong_06745	NA	Ankyrin repeat protein with 4 ankyrin repeats
boryong_06750	NA	reverse transcriptase N-terminal domain-containing protein
boryong_06755	ltrA	group II intron reverse transcriptase/maturase
boryong_06760	NA	HNH endonuclease family protein
boryong_06765	NA	Ankyrin repeat protein with 2 ankyrin repeats
boryong_06770	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_06775	NA	Replicative DNA helicase
boryong_06780	dnaB	Replicative DNA helicase
boryong_06785	NA	DnaA N-terminal domain protein
boryong_06790	NA	hypothetical protein
boryong_06795	NA	hypothetical protein
boryong_06800	NA	hypothetical protein
boryong_06805	NA	hypothetical protein
boryong_06810	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_06815	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_06820	baeS	sensor histidine kinase
boryong_06825	baeS	sensor histidine kinase
boryong_06830	NA	(P)pGpp hydrolase
boryong_06835	NA	SpoT-like ppGpp hydrolase domain protein
boryong_06840	tnp-IS110	IS110 family transposase
boryong_06845	NA	Conjugal transfer protein
boryong_06850	NA	Tetratricopeptide repeat protein with 5 trp repeats
boryong_06855	NA	Putative conjugative transfer protein TraG
boryong_06860	traG	conjugal transfer protein TraG
boryong_06865	NA	Conjugal transfer protein TraH
boryong_06870	NA	Conjugal transfer protein TraH
boryong_06875	NA	Conjugal transfer protein
boryong_06880	NA	Conjugal transfer protein
boryong_06885	NA	hypothetical protein
boryong_06890	NA	DUF4065 domain-containing protein
boryong_06895	NA	Tetratricopeptide repeat protein with 2 trp repeats
boryong_06900	NA	helix-turn-helix domain containing protein
boryong_06905	NA	Ankyrin repeat protein with 6 ankyrin repeats
boryong_06910	NA	DDE superendonuclease family protein
boryong_06915	NA	DDE superendonuclease family protein
boryong_06920	tnp-IS110	IS110 family transposase
boryong_06925	NA	conjugal transfer protein TraN
boryong_06930	NA	conjugal transfer protein TraN
boryong_06935	NA	Conjugal transfer protein TraN
boryong_06940	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_06945	NA	Conjugal transfer protein
boryong_06950	NA	Conjugative transfer protein
boryong_06955	NA	Conjugative pilus assembly protein
boryong_06960	NA	hypothetical protein
boryong_06965	traE	conjugative transfer protein
boryong_06970	traL	Uncharacterised protein
boryong_06975	NA	Phage-related integrase
boryong_06980	sco1	SCO family protein
boryong_06985	NA	Transposase
boryong_06990	putP	sodium:proline symporter
boryong_06995	NA	hypothetical protein
boryong_07000	dnaQ	DNA polymerase III subunit epsilon
boryong_07005	cdnL	CarD family transcriptional regulator
boryong_07010	tsaD	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
boryong_07015	nadK	NAD kinase
boryong_07020	NA	hypothetical protein
boryong_07025	tolR	protein TolR
boryong_07030	tolQ	protein TolQ
boryong_07035	hemB	porphobilinogen synthase
boryong_07040	NA	hypothetical protein
boryong_07045	NA	hypothetical protein
boryong_07050	prfA	peptide chain release factor 1
boryong_07055	lepA	elongation factor 4
boryong_07060	NA	Conjugal transfer protein TraE
boryong_07065	ykfC	Retron-type reverse transcriptase
boryong_07070	NA	DDE superendonuclease family protein
boryong_07075	NA	DDE superendonuclease family protein
boryong_07080	NA	DDE superendonuclease family protein
boryong_07085	tnp-IS5	IS5 family transposase
boryong_07090	NA	DDE superendonuclease family protein
boryong_07095	NA	DDE superendonuclease family protein
boryong_07100	NA	peptidase
boryong_07105	ssb	single-stranded DNA-binding protein
boryong_07110	NA	Putative transposase
boryong_07115	NA	hypothetical protein
boryong_07120	ykfC	Retron-type reverse transcriptase
boryong_07125	NA	ankyrin repeat domain-containing protein
boryong_07130	NA	hypothetical protein
boryong_07135	NA	hypothetical protein
boryong_07140	NA	hypothetical protein
boryong_07145	NA	hypothetical protein
boryong_07150	NA	hypothetical protein
boryong_07155	NA	Transposase
boryong_07160	greA	transcription elongation factor GreA
boryong_07165	rpoH	RNA polymerase factor sigma-32
boryong_07170	NA	Transposase
boryong_07175	NA	Copper(I)-binding protein
boryong_07180	NA	hypothetical protein
boryong_07185	NA	PRANC domain-containing protein
boryong_07190	NA	ankyrin repeat domain-containing protein
boryong_07195	NA	ankyrin repeat domain-containing protein
boryong_07200	NA	hypothetical protein
boryong_07205	NA	Conjugative transfer protein
boryong_07210	NA	conjugal transfer protein
boryong_07215	NA	Conjugal transfer protein
boryong_07220	NA	hypothetical protein
boryong_07225	traE	conjugative transfer protein
boryong_07230	traL	Uncharacterised protein
boryong_07235	NA	Phage-related integrase
boryong_07240	NA	hypothetical protein
boryong_07245	NA	hypothetical protein
boryong_07250	NA	DnaA-N domain-containing protein
boryong_07255	NA	hypothetical protein
boryong_07260	NA	hypothetical protein
boryong_07265	NA	hypothetical protein
boryong_07270	atoC	sigma-54-dependent Fis family transcriptional regulator
boryong_07275	NA	two-component sensor histidine kinase
boryong_07285	comEC	competence protein ComEC
boryong_07290	NA	hypothetical protein
boryong_07295	NA	hypothetical protein
boryong_07300	NA	hypothetical protein
boryong_07305	NA	DnaA N-terminal domain protein
boryong_07310	dnaB	Replicative DNA helicase
boryong_07315	NA	Replicative DNA helicase
boryong_07320	NA	HD domain protein
boryong_07325	NA	Putative ompA-like autotransporter
boryong_07330	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_07335	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_07340	NA	hypothetical protein
boryong_07345	NA	Putative signal transduction histidine kinase
boryong_07350	NA	Putative signal transduction histidine kinase
boryong_07355	NA	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_07360	NA	hypothetical protein
boryong_07365	NA	hypothetical protein
boryong_07370	NA	SycD/LcrH family type III secretion system chaperone
boryong_07375	traD	conjugative transfer protein
boryong_07380	NA	hypothetical protein
boryong_07385	traA	conjugal transfer protein TraA
boryong_07390	NA	Conjugal transfer protein TraA
boryong_07395	traA	conjugal transfer protein TraA
boryong_07400	NA	Putative conjugative transfer protein TraA
boryong_07405	NA	AAA family ATPase
boryong_07410	NA	Putative conjugal transfer protein TraA
boryong_07415	NA	toprim domain-containing protein
boryong_07420	NA	Conjugal transfer protein TraI
boryong_07425	NA	Rpn family recombination-promoting nuclease/putative transposase
boryong_07430	NA	Putative transposase
boryong_07435	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
boryong_07440	NA	Conjugal transfer protein TraH
boryong_07445	NA	Conjugal transfer protein TraH
boryong_07450	NA	Conjugal transfer protein
boryong_07455	NA	hypothetical protein
boryong_07460	traN	conjugal transfer protein TraN
boryong_07465	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_07470	NA	Conjugal transfer protein
boryong_07475	NA	TraU family protein
boryong_07480	NA	hypothetical protein
boryong_07485	traW	type-F conjugative transfer system protein TraW
boryong_07490	virB4	Type IV secretory pathway, VirB4 component
boryong_07495	NA	Conjugal transfer protein TraC
boryong_07500	NA	Conjugal transfer protein TraC
boryong_07505	NA	Putative membrane protein
boryong_07510	NA	Putative conjugative transfer protein
boryong_07515	traL	Uncharacterised protein
boryong_07520	NA	Phage-related integrase
boryong_07525	NA	DDE superendonuclease family protein
boryong_07530	NA	DDE superendonuclease family protein
boryong_07535	ykfC	Retron-type reverse transcriptase
boryong_07540	NA	hypothetical protein
boryong_07545	NA	Conjugal transfer protein TraH
boryong_07550	tnp-IS110	IS110 family transposase
boryong_07555	NA	hypothetical protein
boryong_07560	NA	hypothetical protein
boryong_07570	gpsA	glycerol-3-phosphate dehydrogenase (NAD(P)(+))
boryong_07575	mtaB	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase MtaB
boryong_07580	NA	Transposase
boryong_07585	NA	Transposase DDE domain protein
boryong_07590	NA	hypothetical protein
boryong_07595	NA	hypothetical protein
boryong_07600	yfdV	permease
boryong_07605	mdh	malate dehydrogenase
boryong_07610	NA	Conjugal transfer protein TraD
boryong_07615	NA	Transposase DDE domain protein
boryong_07620	NA	ATP-binding protein
boryong_07625	dam	DNA methyltransferase
boryong_07630	NA	Putative ompA-like autotransporter
boryong_07635	NA	Ankyrin repeat protein with 4 ankyrin repeats
boryong_07640	NA	Ankyrin repeat protein with 2 ankyrin repeats
boryong_07645	NA	DDE superendonuclease family protein
boryong_07650	NA	DDE superendonuclease family protein
boryong_07655	NA	Putative signal transduction histidine kinase
boryong_07660	NA	DDE superendonuclease family protein
boryong_07665	NA	Transposase
boryong_07670	NA	TPR repeat-containing protein 08
boryong_07675	NA	tetratricopeptide repeat protein
boryong_07680	traD	conjugative transfer protein
boryong_07685	NA	hypothetical protein
boryong_07690	traA	conjugal transfer protein TraA
boryong_07695	traA	conjugal transfer protein TraA
boryong_07700	traA	conjugal transfer protein TraA
boryong_07705	NA	toprim domain-containing protein
boryong_07710	NA	Conjugal transfer protein
boryong_07715	NA	TPR repeat-containing protein 03
boryong_07720	NA	hypothetical protein
boryong_07725	NA	hypothetical protein
boryong_07730	NA	Conjugative transfer protein
boryong_07735	NA	Conjugal transfer protein TraN
boryong_07740	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_07745	NA	Conjugal transfer protein
boryong_07750	NA	conjugal transfer protein
boryong_07755	NA	Conjugal transfer protein
boryong_07760	NA	hypothetical protein
boryong_07765	traE	conjugative transfer protein
boryong_07770	traL	Uncharacterised protein
boryong_07775	NA	Phage-related integrase
boryong_07780	NA	hypothetical protein
boryong_07785	NA	hypothetical protein
boryong_07790	NA	IS5 family transposase ISOt6
boryong_07795	NA	DDE superendonuclease family protein
boryong_07800	NA	RAP domain-containing protein
boryong_07805	NA	IS5-like element ISOt6 family transposase
boryong_07810	mreC	rod shape-determining protein MreC
boryong_07815	mreB	rod shape-determining protein
boryong_07820	aceF	dihydrolipoamide acetyltransferase
boryong_07825	NA	2-oxoacid-dh domain-containing protein
boryong_07830	ykfC	Retron-type reverse transcriptase
boryong_07835	NA	hypothetical protein
boryong_07840	clpP	ATP-dependent Clp protease proteolytic subunit
boryong_07845	NA	IS5 family transposase ISOt6
boryong_07850	NA	Transposase
boryong_07855	NA	DDE superendonuclease family protein
boryong_07860	NA	IS5 family transposase ISOt6
boryong_07865	NA	Integrase
boryong_07870	map	type I methionyl aminopeptidase
boryong_07875	NA	hypothetical protein
boryong_07880	NA	DDE superendonuclease family protein
boryong_07885	NA	DDE superendonuclease family protein
boryong_07890	NA	hypothetical protein
boryong_07895	NA	hypothetical protein
boryong_07905	ctrA	DNA-binding response regulator
boryong_07910	rnjA	RNase J family beta-CASP ribonuclease
boryong_07915	gatC	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferasesubunit C
boryong_07920	gatA	glutamyl-tRNA(Gln) amidotransferase subunit A
boryong_07925	gatB	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferasesubunit B
boryong_07930	NA	hypothetical protein
boryong_07935	NA	hypothetical protein
boryong_07940	NA	hypothetical protein
boryong_07945	NA	Reverse transcriptase
boryong_07950	NA	hypothetical protein
boryong_07955	NA	IS982 family transposase
boryong_07960	NA	Transposase
boryong_07965	NA	Transposase
boryong_07970	NA	Transposase
boryong_07975	NA	hypothetical protein
boryong_07980	kdpD	hybrid sensor histidine kinase/response regulator
boryong_07985	NA	Reverse transcriptase family protein
boryong_07990	NA	Reverse transcriptase
boryong_07995	NA	hypothetical protein
boryong_08000	NA	DDE superendonuclease family protein
boryong_08005	NA	IS5 family transposase ISOt6
boryong_08010	NA	DDE superendonuclease family protein
boryong_08015	NA	Putative transposase
boryong_08020	NA	hypothetical protein
boryong_08025	NA	hypothetical protein
boryong_08030	NA	Transposase DDE domain protein
boryong_08035	NA	Putative transposase
boryong_08040	acnA	Aconitate hydratase A
boryong_08045	NA	hypothetical protein
boryong_08050	NA	Aconitate hydratase A
boryong_08055	ccmA	cytochrome c biogenesis protein CcmA
boryong_08060	ccmB	heme exporter protein B
boryong_08065	NA	DUF2670 domain-containing protein
boryong_08070	petA	ubiquinol-cytochrome c reductase iron-sulfur subunit
boryong_08075	qcrB,petB	cytochrome b
boryong_08080	NA	HTH cro/C1-type domain-containing protein
boryong_08085	potE	Serine transporter YbeC, amino acid:H+ symporter family
boryong_08090	NA	hypothetical protein
boryong_08095	ung	uracil-DNA glycosylase
boryong_08100	NA	hypothetical protein
boryong_08105	ykfC	Retron-type reverse transcriptase
boryong_08110	NA	Phage-related integrase
boryong_08115	NA	site-specific integrase
boryong_08120	NA	Putative integrase
boryong_08125	NA	Putative integrase
boryong_08130	NA	IS5 family transposase ISOt6
boryong_08135	argB	acetylglutamate kinase
boryong_08140	yihA	YihA family ribosome biogenesis GTP-binding protein
boryong_08145	yidC	membrane protein insertase YidC
boryong_08155	potE	amino acid permease
boryong_08160	NA	hypothetical protein
boryong_08165	gyrB	DNA gyrase subunit B
boryong_08170	nagD	TIGR01459 family HAD-type hydrolase
boryong_08180	NA	sodium:proton antiporter
boryong_08185	mnhB	DUF4040 domain-containing protein
boryong_08190	NA	Na(+)/H(+) antiporter subunit B
boryong_08195	mnhC	cation:proton antiporter subunit C
boryong_08200	hyfB	cation:proton antiporter
boryong_08205	erhM	2-hydroxyacid dehydrogenase
boryong_08210	NA	DDE superendonuclease family protein
boryong_08215	NA	DDE superendonuclease family protein
boryong_08220	NA	Transposase
boryong_08225	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_08230	NA	Ankyrin repeat protein with 1 ankyrin repeats
boryong_08235	NA	hypothetical protein
boryong_08240	NA	hypothetical protein
boryong_08245	NA	hypothetical protein
boryong_08250	NA	hypothetical protein
boryong_08255	NA	DnaA-N domain-containing protein
boryong_08260	NA	Putative integrase
boryong_08265	NA	site-specific integrase
boryong_08270	traL	Uncharacterised protein
boryong_08275	traE	conjugative transfer protein
boryong_08280	NA	Conjugal transfer protein TraE
boryong_08285	NA	hypothetical protein
boryong_08290	NA	Conjugal transfer protein
boryong_08295	NA	conjugal transfer protein
boryong_08300	NA	Conjugal transfer protein
boryong_08305	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_08310	NA	Conjugal transfer protein TraN
boryong_08315	NA	Conjugative transfer protein
boryong_08320	traF	conjugal transfer protein
boryong_08325	NA	Conjugal transfer protein TraH
boryong_08330	NA	Conjugal transfer protein TraH
boryong_08335	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
boryong_08340	NA	transposase
boryong_08345	NA	toprim domain-containing protein
boryong_08350	traA	conjugal transfer protein TraA
boryong_08355	traA	conjugal transfer protein TraA
boryong_08360	NA	hypothetical protein
boryong_08365	traD	conjugative transfer protein
boryong_08370	NA	hypothetical protein
boryong_08375	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_08380	NA	Putative signal transduction histidine kinase
boryong_08385	NA	hypothetical protein
boryong_08390	NA	hypothetical protein
boryong_08395	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_08400	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_08405	NA	Putative ompA-like autotransporter
boryong_08410	NA	HD domain protein
boryong_08415	NA	Replicative DNA helicase
boryong_08420	dnaB	Replicative DNA helicase
boryong_08425	NA	DnaA N-terminal domain protein
boryong_08430	NA	hypothetical protein
boryong_08435	NA	hypothetical protein
boryong_08440	NA	hypothetical protein
boryong_08445	NA	reverse transcriptase
boryong_08450	NA	hypothetical protein
boryong_08455	NA	Integrase
boryong_08460	NA	Integrase
boryong_08465	NA	Arm-DNA-bind-3 domain-containing protein
boryong_08470	NA	Transposase
boryong_08475	bamB	Outer membrane protein assembly factor BamB
boryong_08480	NA	DUF2659 domain-containing protein
boryong_08485	NA	Transposase
boryong_08490	NA	DDE superendonuclease family protein
boryong_08495	NA	DDE superendonuclease family protein
boryong_08500	NA	DDE superendonuclease family protein
boryong_08505	NA	Transposase
boryong_08510	NA	DDE superendonuclease family protein
boryong_08515	NA	Conjugative transfer protein
boryong_08520	NA	Conjugal transfer protein TraH
boryong_08525	NA	Conjugal transfer protein TraH
boryong_08530	NA	Conjugal transfer protein
boryong_08535	NA	hypothetical protein
boryong_08540	traN	conjugal transfer protein TraN
boryong_08545	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_08550	NA	Conjugal transfer protein
boryong_08555	NA	TraU family protein
boryong_08560	NA	hypothetical protein
boryong_08565	traW	type-F conjugative transfer system protein TraW
boryong_08570	virB4	Type IV secretory pathway, VirB4 component
boryong_08575	NA	Conjugal transfer protein TraC
boryong_08580	NA	hypothetical protein
boryong_08585	NA	hypothetical protein
boryong_08590	ccmF	cytochrome C biogenesis protein
boryong_08595	mgtE	magnesium transporter
boryong_08600	NA	hypothetical protein
boryong_08605	NA	hypothetical protein
boryong_08610	sodB	superoxide dismutase
boryong_08615	sucA	2-oxoglutarate dehydrogenase E1 component
boryong_08620	sucB	dihydrolipoamide succinyltransferase
boryong_08625	NA	hypothetical protein
boryong_08630	NA	MFS transporter
boryong_08635	yraN	Uncharacterised protein family UPF0102
boryong_08640	coxC	cytochrome c oxidase subunit III
boryong_08645	ruvB	Holliday junction branch migration DNA helicase RuvB
boryong_08650	ruvA	Holliday junction branch migration protein RuvA
boryong_08655	NA	hypothetical protein
boryong_08660	araJ	MFS transporter
boryong_08665	NA	Putative transposase
boryong_08670	NA	IS630 family transposase
boryong_08675	putP	sodium:proline symporter
boryong_08680	NA	hypothetical protein
boryong_08685	NA	Phage-related integrase
boryong_08690	traL	Uncharacterised protein
boryong_08695	traE	conjugative transfer protein
boryong_08700	NA	hypothetical protein
boryong_08705	NA	Conjugal transfer protein
boryong_08710	NA	conjugal transfer protein
boryong_08715	NA	Conjugal transfer protein
boryong_08720	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_08725	NA	Conjugal transfer protein TraN
boryong_08730	NA	conjugal transfer protein TraN
boryong_08735	NA	Conjugative transfer protein
boryong_08740	NA	hypothetical protein
boryong_08745	NA	Conjugal transfer protein
boryong_08750	NA	Conjugal transfer protein TraH
boryong_08755	NA	Conjugal transfer protein TraH
boryong_08760	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
boryong_08765	NA	transposase
boryong_08770	NA	hypothetical protein
boryong_08775	NA	toprim domain-containing protein
boryong_08780	NA	Ankyrin repeat protein with 8 ankyrin repeats
boryong_08785	traA	conjugal transfer protein TraA
boryong_08790	traA	conjugal transfer protein TraA
boryong_08795	NA	hypothetical protein
boryong_08800	traD	conjugative transfer protein
boryong_08805	NA	tetratricopeptide repeat protein
boryong_08810	NA	TPR repeat-containing protein 08
boryong_08815	NA	DDE superendonuclease family protein
boryong_08820	NA	DDE superendonuclease family protein
boryong_08825	lplB	lipoate-protein ligase B
boryong_08830	murD	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
boryong_08835	ftsW	cell division protein FtsW
boryong_08840	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase
boryong_08845	NA	DDE superendonuclease family protein
boryong_08850	NA	DDE superendonuclease family protein
boryong_08855	NA	DDE superendonuclease family protein
boryong_08860	metL1	aspartate kinase
boryong_08865	NA	hypothetical protein
boryong_08870	kch	potassium transporter
boryong_08875	ygfA	5-formyltetrahydrofolate cyclo-ligase
boryong_08880	NA	Colicin V production protein
boryong_08885	NA	Conjugative transfer protein TraC
boryong_08890	NA	conjugal transfer protein
boryong_08895	NA	hypothetical protein
boryong_08900	NA	hypothetical protein
boryong_08905	cinB	Uncharacterised protein
boryong_08910	NA	HNH endonuclease
boryong_08915	NA	hypothetical protein
boryong_08920	NA	Arm DNA-binding domain-containing protein
boryong_08925	NA	hypothetical protein
boryong_08930	NA	hypothetical protein
boryong_08935	cafA	ribonuclease E
boryong_08940	NA	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_08945	NA	hypothetical protein
boryong_08950	ykfC	Retron-type reverse transcriptase
boryong_08955	NA	hypothetical protein
boryong_08960	NA	hypothetical protein
boryong_08965	NA	hypothetical protein
boryong_08970	NA	DDE superendonuclease family protein
boryong_08975	NA	Transposase
boryong_08980	ubiB	ubiquinone biosynthesis protein UbiB
boryong_08985	coq7	ubiquinone biosynthesis protein
boryong_08990	rimP	Ribosome maturation factor RimP
boryong_08995	nusA	transcription termination/antitermination protein NusA
boryong_09000	infB	translation initiation factor IF-2
boryong_09005	rbfA	ribosome-binding factor A
boryong_09010	ykfC	Retron-type reverse transcriptase
boryong_09015	NA	hypothetical protein
boryong_09020	NA	Transposase
boryong_09025	NA	IS5 family transposase ISOt6
boryong_09030	NA	DDE superendonuclease family protein
boryong_09035	NA	DDE superendonuclease family protein
boryong_09040	NA	Transposase
boryong_09045	NA	DDE superendonuclease family protein
boryong_09050	glnA	glutamine synthetase
boryong_09055	yfiH	Laccase domain protein YfiH
boryong_09060	ccmC	heme exporter protein C
boryong_09065	fdxA	ferredoxin
boryong_09070	dsbA	thiol:disulfide interchange protein
boryong_09075	sspB2	Stringent starvation protein B
boryong_09080	rnhA	ribonuclease H
boryong_09085	nuo	NADH ubiquinone oxidoreductase
boryong_09090	mlaD	outer membrane lipid asymmetry maintenance protein MlaD
boryong_09095	hisS	histidine--tRNA ligase
boryong_09100	nusB	transcription antitermination factor NusB
boryong_09105	gst	glutathione S-transferase
boryong_09115	NA	Conjugal transfer protein
boryong_09120	NA	Conjugal transfer protein
boryong_09125	NA	IS5 family transposase ISOt6
boryong_09130	NA	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_09135	NA	hypothetical protein
boryong_09140	traD	conjugative transfer protein
boryong_09145	NA	hypothetical protein
boryong_09150	tnp-IS5	IS5 family transposase
boryong_09155	NA	hypothetical protein
boryong_09160	NA	hypothetical protein
boryong_09165	dam	DNA methyltransferase
boryong_09170	NA	Ankyrin repeat protein with 1 ankyrin repeats
boryong_09175	NA	DnaA N-terminal domain protein
boryong_09180	NA	hypothetical protein
boryong_09185	ykfC	reverse transcriptase
boryong_09190	NA	hypothetical protein
boryong_09195	yifB	AAA family ATPase
boryong_09200	NA	hypothetical protein
boryong_09205	NA	IS110 family transposase
boryong_09210	NA	DDE superendonuclease family protein
boryong_09215	NA	hypothetical protein
boryong_09220	ykfC	Retron-type reverse transcriptase
boryong_09225	NA	hypothetical protein
boryong_09230	NA	hypothetical protein
boryong_09235	ftsZ	cell division protein FtsZ
boryong_09240	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
boryong_09245	NA	Hypthetical protein
boryong_09255	NA	Conjugal transfer protein
boryong_09260	NA	IS110 family transposase
boryong_09265	brkB	Virulence factor BrkB
boryong_09270	NA	Transposase
boryong_09275	NA	DDE superendonuclease family protein
boryong_09280	NA	DDE superendonuclease family protein
boryong_09285	NA	hypothetical protein
boryong_09290	nuoA	NADH-quinone oxidoreductase subunit A
boryong_09295	nuoB	NADH-quinone oxidoreductase subunit B
boryong_09300	nuoC	NADH-quinone oxidoreductase subunit C
